"","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","LATITUDE","LONGITUDE","dist"
"1653","PAST SALE",2017-08-15,"Townhouse","450 Eastern Ave NE","Washington","DC",20019,250000,3,2.5,"Eden Place",1500,NA,2016,64,167,150,"http://www.redfin.com/DC/Washington/450-Eastern-Ave-NE-20019/home/113250467","MRIS","DC9877108",38.8950386,-76.9128413,1.09347181127875
"1654","PAST SALE",2017-10-05,"Townhouse","2209 Forest Glade Ln","Suitland","MD",20746,259000,3,3,"Wood Crest",1352,2250,1995,13,192,68,"http://www.redfin.com/MD/Suitland-Silver-Hill/2209-Forest-Glade-Ln-20746/home/10604285","MRIS","PG10010487",38.859309,-76.951427,0.610410488490717
"1655","PAST SALE",2017-09-30,"Townhouse","509 Sheridan St NW","Washington","DC",20011,375000,3,1,"Brightwood",1054,1419,1927,18,356,NA,"http://www.redfin.com/DC/Washington/509-Sheridan-St-NW-20011/home/10055013","MRIS","DC9734905",38.9663025,-77.0204354,0.647312589945826
"1656","PAST SALE",2017-10-16,"Townhouse","1696 Lanier Pl NW #4","Washington","DC",20009,850000,3,2.5,"Mount Pleasant",1239,NA,1900,2,686,351,"http://www.redfin.com/DC/Washington/1696-Lanier-Pl-NW-20009/unit-4/home/10006436","MRIS","DC10049041",38.925808,-77.039541,0.404387780773195
"1657","PAST SALE",2017-08-02,"Townhouse","615 Maury Ave","Oxon Hill","MD",20745,206000,3,2,"Glassmanor",1008,2002,1953,77,204,NA,"http://www.redfin.com/MD/Oxon-Hill/615-Maury-Ave-20745/home/10788664","MRIS","PG9985036",38.821985,-76.998802,1.27172263587951
"1658","PAST SALE",2017-09-28,"Townhouse","1204 Barnaby Ter SE","Washington","DC",20032,294999,3,2.5,"Congress Heights",1134,1111,1977,20,260,NA,"http://www.redfin.com/DC/Washington/1204-Barnaby-Ter-SE-20032/home/10163076","MRIS","DC10000060",38.834697,-76.987407,0.250910750655077
"1659","PAST SALE",2017-10-12,"Townhouse","644 Brandywine St SE","Washington","DC",20032,228500,3,2,"Congress Heights",1024,2420,1951,6,223,NA,"http://www.redfin.com/DC/Washington/644-Brandywine-St-SE-20032/home/10168843","MRIS","DC9982499",38.8302719,-76.9971524,0.851374673753061
"1660","PAST SALE",2017-09-08,"Townhouse","325 17th St NE","Washington","DC",20002,513900,3,2.5,"Old City #1",1376,1250,1931,40,373,NA,"http://www.redfin.com/DC/Washington/325-17th-St-NE-20002/home/10115417","MRIS","DC10029136",38.8941311,-76.9804731,0.47274498025624
"1661","PAST SALE",2017-08-31,"Townhouse","773 Columbia Rd NW","Washington","DC",20001,685000,3,3,"Columbia Heights",1362,2399,1924,48,503,NA,"http://www.redfin.com/DC/Washington/773-Columbia-Rd-NW-20001/home/10032674","MRIS","DC10017082",38.928177,-77.025461,0.403580360843391
"1662","PAST SALE",2017-09-08,"Townhouse","2833 31st Pl NE #2833","Washington","DC",20018,295000,3,2.5,"Fort Lincoln",1392,NA,1978,40,212,439,"http://www.redfin.com/DC/Washington/2833-31st-Pl-NE-20018/home/10106750","MRIS","DC9974436",38.924766,-76.960334,1.7795598371143
"1663","PAST SALE",2017-10-06,"Townhouse","200 10th St SE","Washington","DC",20003,1065000,3,2.5,"Capitol Hill",1440,883,1880,12,740,NA,"http://www.redfin.com/DC/Washington/200-10th-St-SE-20003/home/9907196","MRIS","DC10014234",38.8874547,-76.9924325,0.286641225041834
"1664","PAST SALE",2017-07-24,"Townhouse","430 11th St SE","Washington","DC",20003,870000,3,1.5,"Capitol Hill",1424,1216,1880,86,611,NA,"http://www.redfin.com/DC/Washington/430-11th-St-SE-20003/home/9909287","MRIS","DC9971343",38.883198,-76.991243,0.25650729376926
"1665","PAST SALE",2017-08-02,"Townhouse","41 Randolph Pl NW","Washington","DC",20001,675000,3,1,"Eckington",1444,1500,1895,77,467,NA,"http://www.redfin.com/DC/Washington/41-Randolph-Pl-NW-20001/home/10047501","MRIS","DC10019881",38.913535,-77.010523,0.579984056163221
"1666","PAST SALE",2017-07-31,"Townhouse","534 Oakwood St SE","Washington","DC",20032,349900,3,2,"Congress Heights",1080,2300,1940,79,324,NA,"http://www.redfin.com/DC/Washington/534-Oakwood-St-SE-20032/home/10165913","MRIS","DC9984774",38.8454369,-76.999767,0.630040394312635
"1667","PAST SALE",NA,"Townhouse","1170 Abbey Pl NE","Washington","DC",20002,800000,3,2.5,"",1072,1362,1925,NA,746,NA,"http://www.redfin.com/DC/Washington/1170-Abbey-Pl-NE-20002/home/9892240","","",38.9054811,-77.001488,0.159926889592155
"1668","PAST SALE",2017-07-31,"Townhouse","4010 1st St SW","Washington","DC",20032,355000,3,2,"Congress Heights",832,1280,1941,79,427,NA,"http://www.redfin.com/DC/Washington/4010-1st-St-SW-20032/home/10169773","MRIS","DC9982940",38.8313981,-77.0111486,1.54993425405057
"1669","PAST SALE",2017-08-09,"Townhouse","1266 Penn St NE","Washington","DC",20002,380750,3,2,"Trinidad",1000,1433,1928,70,381,NA,"http://www.redfin.com/DC/Washington/1266-Penn-St-NE-20002/home/10095052","MRIS","DC9985335",38.9060334,-76.9854124,0.966591886417918
"1670","PAST SALE",2017-08-04,"Townhouse","1352 Kearny St NE","Washington","DC",20017,675000,3,1.5,"Brookland",1500,3563,1923,75,450,NA,"http://www.redfin.com/DC/Washington/1352-Kearny-St-NE-20017/home/10091850","MRIS","DC9995362",38.9309605,-76.9867223,0.465603414603906
"1671","PAST SALE",NA,"Townhouse","757 Upsal St SE","Washington","DC",20032,201100,3,1.5,"",1332,2630,1946,NA,151,NA,"http://www.redfin.com/DC/Washington/757-Upsal-St-SE-20032/home/10165038","","",38.8394397,-76.9943703,0.506329459542426
"1672","PAST SALE",NA,"Townhouse","3306 Park Pl NW","Washington","DC",20010,540000,3,1.5,"",1280,2012,1908,NA,422,NA,"http://www.redfin.com/DC/Washington/3306-Park-Pl-NW-20010/home/10043851","","",38.9317463,-77.0188479,0.494301177652775
"1673","PAST SALE",2017-08-14,"Townhouse","430 20th St NE","Washington","DC",20002,416500,3,1.5,"Old City #1",1070,1725,1940,65,389,NA,"http://www.redfin.com/DC/Washington/430-20th-St-NE-20002/home/10114764","MRIS","DC10005362",38.895609,-76.976514,0.490324499817932
"1674","PAST SALE",2017-08-04,"Townhouse","53 46th St NE","Washington","DC",20019,365000,3,2,"Deanwood",1024,2563,1955,75,356,NA,"http://www.redfin.com/DC/Washington/53-46th-St-NE-20019/home/10123431","MRIS","DC9982067",38.8910871,-76.9365772,0.0765114313458648
"1675","PAST SALE",2017-08-16,"Townhouse","1848 Capitol Ave NE","Washington","DC",20002,350000,3,1,"Brentwood",1184,1887,1938,63,296,NA,"http://www.redfin.com/DC/Washington/1848-Capitol-Ave-NE-20002/home/10094325","MRIS","DC9898448",38.9117154,-76.9853244,0.83610861487987
"1676","PAST SALE",2017-08-08,"Townhouse","4308 9th St SE","Washington","DC",20032,205322,3,2,"Congress Heights",840,4626,1990,71,244,NA,"http://www.redfin.com/DC/Washington/4308-9th-St-SE-20032/home/10163727","MRIS","DC9984806",38.831299,-76.989116,0.446742643452109
"1677","PAST SALE",2017-08-15,"Townhouse","4382 Dubois Pl SE","Washington","DC",20019,297000,3,2,"Fort Dupont Park",884,2365,1950,64,336,NA,"http://www.redfin.com/DC/Washington/4382-Dubois-Pl-SE-20019/home/10141162","MRIS","DC9996533",38.8858868,-76.9420941,0.390000920072474
"1678","PAST SALE",2017-08-24,"Townhouse","229 Longfellow St NW","Washington","DC",20011,453000,3,1,"Chillum",1236,2693,1930,55,367,NA,"http://www.redfin.com/DC/Washington/229-Longfellow-St-NW-20011/home/10066547","MRIS","DC10006120",38.957877,-77.015046,0.916115770831736
"1679","PAST SALE",2017-08-15,"Townhouse","3267 N St NW #2","Washington","DC",20007,897000,3,2.5,"Georgetown",1243,NA,1870,64,722,339,"http://www.redfin.com/DC/Washington/3267-N-St-NW-20007/unit-2/home/9926569","MRIS","DC9929168",38.9069731,-77.0659078,0.77246086787449
"1680","PAST SALE",2017-08-29,"Townhouse","4617 43rd St NW","Washington","DC",20016,829177,3,1.5,"American University Park",1423,5483,1926,50,583,NA,"http://www.redfin.com/DC/Washington/4617-43rd-St-NW-20016/home/9957705","MRIS","DC10029078",38.9503292,-77.0835764,0.267526582569905
"1681","PAST SALE",2017-08-27,"Townhouse","11 Underwood St NW","Washington","DC",20012,415000,3,1.5,"Takoma Park",1088,2123,1949,52,381,NA,"http://www.redfin.com/DC/Washington/11-Underwood-St-NW-20012/home/10067992","MRIS","DC9997776",38.9683849,-77.009583,0.65803313908298
"1682","PAST SALE",2017-08-08,"Townhouse","4903 New Hampshire Ave NW","Washington","DC",20011,439000,3,2,"Petworth",1224,1440,1937,71,359,NA,"http://www.redfin.com/DC/Washington/4903-New-Hampshire-Ave-NW-20011/home/10070073","MRIS","DC9558046",38.9501775,-77.0137122,0.783695231968919
"1683","PAST SALE",2017-08-21,"Townhouse","811 Floral Pl NW","Washington","DC",20012,446000,3,2.5,"Brightwood",1240,3040,1980,58,360,NA,"http://www.redfin.com/DC/Washington/811-Floral-Pl-NW-20012/home/10037521","MRIS","DC9965436",38.978999,-77.025443,0.479282449970376
"1684","PAST SALE",2017-10-02,"Townhouse","253 14th Pl NE","Washington","DC",20002,525000,3,1,"Old City #1",988,1088,1915,16,531,NA,"http://www.redfin.com/DC/Washington/253-14th-Pl-NE-20002/home/9916566","MRIS","DC10018028",38.8932798,-76.9843404,0.582952882522333
"1685","PAST SALE",2017-10-11,"Townhouse","78 Darrington St SW","Washington","DC",20032,220000,3,1,"Congress Heights",1016,3076,1942,7,217,NA,"http://www.redfin.com/DC/Washington/78-Darrington-St-SW-20032/home/10170748","MRIS","DC9959797",38.826816,-77.0094445,1.55371945273691
"1686","PAST SALE",2017-10-13,"Townhouse","1237 31st St NW","Washington","DC",20007,1100000,3,2.5,"Georgetown",1476,1953,1900,5,745,NA,"http://www.redfin.com/DC/Washington/1237-31st-St-NW-20007/home/9925370","MRIS","DC10081028",38.906273,-77.060883,0.660052334863899
"1687","PAST SALE",2017-10-13,"Townhouse","5005 3rd St NW","Washington","DC",20011,585000,3,3,"Petworth",1442,1561,1935,5,406,NA,"http://www.redfin.com/DC/Washington/5005-3rd-St-NW-20011/home/10065755","MRIS","DC10058557",38.9513925,-77.0156291,0.873241333309709
"1688","PAST SALE",NA,"Townhouse","4631 5th St NW","Washington","DC",20011,463900,4,1,"",1080,1606,1926,NA,430,NA,"http://www.redfin.com/DC/Washington/4631-5th-St-NW-20011/home/10060341","","",38.9472193,-77.0191999,0.745555607148946
"1689","PAST SALE",NA,"Condo/Co-op","1124 Chicago St SE","Washington","DC",20020,485000,3,1,"",1080,NA,1925,NA,449,NA,"http://www.redfin.com/DC/Washington/1124-Chicago-St-SE-20020/home/10158527","","",38.8644179,-76.9917833,0.308316685759412
"1690","PAST SALE",2017-10-12,"Townhouse","3625 18th St NE","Washington","DC",20018,360000,3,1.5,"Woodridge",1064,1388,1927,6,338,NA,"http://www.redfin.com/DC/Washington/3625-18th-St-NE-20018/home/10101898","MRIS","DC10014223",38.9347732,-76.9794857,0.81273419756164
"1691","PAST SALE",2017-10-13,"Townhouse","1411 Congress Pl SE","Washington","DC",20020,75000,3,2,"Randle Heights",1216,2053,1953,5,62,NA,"http://www.redfin.com/DC/Washington/1411-Congress-Pl-SE-20020/home/10161447","MRIS","DC9995244",38.84634,-76.984079,0.238459690845073
"1692","PAST SALE",NA,"Townhouse","4929 Sheriff Rd NE","Washington","DC",20019,182920,3,1.5,"",1359,2454,1941,NA,135,NA,"http://www.redfin.com/DC/Washington/4929-Sheriff-Rd-NE-20019/home/10126592","","",38.903061,-76.930614,0.39897654706155
"1693","PAST SALE",2017-08-31,"Townhouse","5053 Sheriff Rd NE","Washington","DC",20019,310000,3,1.5,"Deanwood",1353,2695,1941,48,229,NA,"http://www.redfin.com/DC/Washington/5053-Sheriff-Rd-NE-20019/home/10126633","MRIS","DC10014902",38.903239,-76.92891,0.452487287303011
"1694","PAST SALE",2017-10-03,"Townhouse","706 9th St SE","Washington","DC",20003,919000,3,2.5,"Old City #1",1360,1018,1900,15,676,NA,"http://www.redfin.com/DC/Washington/706-9th-St-SE-20003/home/9905563","MRIS","DC10040314",38.8809171,-76.9935438,0.260963468530109
"1695","PAST SALE",2017-10-09,"Townhouse","1737 Massachusetts Ave SE","Washington","DC",20003,620000,3,2,"Old City #1",1189,2215,1928,9,521,NA,"http://www.redfin.com/DC/Washington/1737-Massachusetts-Ave-SE-20003/home/9921776","MRIS","DC10028489",38.885056,-76.9794189,0.327489074680877
"1696","PAST SALE",2017-10-10,"Townhouse","1618 F St NE","Washington","DC",20002,630219,3,3,"Kingman Park",1330,1035,1927,8,474,NA,"http://www.redfin.com/DC/Washington/1618-F-St-NE-20002/home/10113730","MRIS","DC10056321",38.896827,-76.981623,0.662922912440085
"1697","PAST SALE",2017-10-10,"Townhouse","308 63rd St NE","Washington","DC",20019,330000,3,2,"Deanwood",1248,1240,1945,8,264,NA,"http://www.redfin.com/DC/Washington/308-63rd-St-NE-20019/home/10131727","MRIS","DC10036061",38.893218,-76.9111889,0.949435978594473
"1698","PAST SALE",2017-09-13,"Townhouse","823 Yuma St SE","Washington","DC",20032,315000,3,2,"Congress Heights",1264,3996,1946,35,249,NA,"http://www.redfin.com/DC/Washington/823-Yuma-St-SE-20032/home/10168602","MRIS","DC9903585",38.8318092,-76.9934935,0.627760233031386
"1699","PAST SALE",2017-09-08,"Townhouse","791 Barnaby St SE","Washington","DC",20032,349990,3,2.5,"Congress Heights",1122,2475,1952,40,312,NA,"http://www.redfin.com/DC/Washington/791-Barnaby-St-SE-20032/home/10170011","MRIS","DC10029253",38.828767,-76.994821,0.796507221512426
"1700","PAST SALE",NA,"Townhouse","2012 4th St NE","Washington","DC",20002,115000,3,3.5,"",1160,2321,1915,NA,99,NA,"http://www.redfin.com/DC/Washington/2012-4th-St-NE-20002/home/10075043","","",38.9174632,-77.0008607,0.522100445791159
"1701","PAST SALE",2017-09-08,"Townhouse","220 Ascot Pl NE","Washington","DC",20002,550000,3,2,"Brookland",1140,1115,1922,40,482,NA,"http://www.redfin.com/DC/Washington/220-Ascot-Pl-NE-20002/home/10074619","MRIS","DC10023278",38.9209094,-77.0026748,0.515271358908568
"1702","PAST SALE",NA,"Townhouse","720 K St NE","Washington","DC",20002,239000,3,3,"",1280,1274,1912,NA,187,NA,"http://www.redfin.com/DC/Washington/720-K-St-NE-20002/home/9900972","","",38.9027701,-76.9953802,0.529508449783214
"1703","PAST SALE",2017-09-06,"Townhouse","1419 3rd St NW","Washington","DC",20001,610000,3,2.5,"Old City #2",1320,900,1907,42,462,NA,"http://www.redfin.com/DC/Washington/1419-3rd-St-NW-20001/home/9887347","MRIS","DC9949601",38.9091193,-77.0149162,0.448216288909666
"1704","PAST SALE",2017-09-08,"Townhouse","720 4th St NE","Washington","DC",20002,1100000,3,2.5,"Capitol Hill",1496,1280,1902,40,735,NA,"http://www.redfin.com/DC/Washington/720-4th-St-NE-20002/home/9892571","MRIS","DC9985584",38.8995496,-77.0007953,0.339525652526673
"1705","PAST SALE",2017-09-01,"Townhouse","1225 C St SE","Washington","DC",20003,600000,3,1,"Old City #1",894,350,1929,47,671,NA,"http://www.redfin.com/DC/Washington/1225-C-St-SE-20003/home/9911847","MRIS","DC10022881",38.885905,-76.989454,0.360851146509976
"1706","PAST SALE",NA,"Townhouse","525 21st St NE","Washington","DC",20002,527000,3,1,"",1260,1620,1939,NA,418,NA,"http://www.redfin.com/DC/Washington/525-21st-St-NE-20002/home/10112705","","",38.8968475,-76.9741618,0.57559143619555
"1707","PAST SALE",2017-09-07,"Townhouse","5402 Blaine St NE","Washington","DC",20019,240000,3,1,"Deanwood",996,1742,1945,41,241,NA,"http://www.redfin.com/DC/Washington/5402-Blaine-St-NE-20019/home/10131131","MRIS","DC9950752",38.8916576,-76.9236449,0.750447364474803
"1708","PAST SALE",2017-09-13,"Townhouse","1633 A St NE","Washington","DC",20002,560000,3,1.5,"Old City #1",1408,NA,1926,35,398,NA,"http://www.redfin.com/DC/Washington/1633-A-St-NE-20002/home/9919946","MRIS","DC9747056",38.8907162,-76.981077,0.341768941627422
"1709","PAST SALE",2017-09-11,"Townhouse","3619 18th St NE","Washington","DC",20018,559900,3,3.5,"Woodridge",1349,1347,1927,37,415,NA,"http://www.redfin.com/DC/Washington/3619-18th-St-NE-20018/home/10101892","MRIS","DC10028075",38.9346499,-76.9794991,0.811383538727008
"1710","PAST SALE",2017-09-07,"Townhouse","15 40th St NE","Washington","DC",20019,298600,3,2,"Deanwood",1024,2341,1947,41,292,NA,"http://www.redfin.com/DC/Washington/15-40th-St-NE-20019/home/10120006","MRIS","DC10019162",38.8904554,-76.9469907,0.347060157965014
"1711","PAST SALE",2017-09-30,"Townhouse","1846 Capitol Ave NE","Washington","DC",20002,381500,3,1,"Brentwood",1184,1891,1938,18,322,NA,"http://www.redfin.com/DC/Washington/1846-Capitol-Ave-NE-20002/home/10094326","MRIS","DC9991222",38.9116868,-76.9853542,0.836999340243538
"1712","PAST SALE",2017-10-06,"Townhouse","1517 41st St SE","Washington","DC",20020,195500,3,2.5,"Fort Dupont Park",1024,2281,1947,12,191,NA,"http://www.redfin.com/DC/Washington/1517-41st-St-SE-20020/home/10138376","MRIS","DC9981216",38.8679145,-76.9439714,1.32505547721122
"1713","PAST SALE",NA,"Townhouse","1645 40th St SE","Washington","DC",20020,355000,3,1.5,"",1024,1747,1947,NA,347,NA,"http://www.redfin.com/DC/Washington/1645-40th-St-SE-20020/home/10144341","","",38.8664083,-76.947008,1.15611227258694
"1714","PAST SALE",2017-07-21,"Townhouse","139 Adams St NW","Washington","DC",20001,840000,3,2.5,"Ledroit Park",1320,1663,1910,89,636,NA,"http://www.redfin.com/DC/Washington/139-Adams-St-NW-20001/home/10050312","MRIS","DC9962008",38.9204052,-77.0133904,0.723979520184111
"1715","PAST SALE",2017-07-21,"Townhouse","232 Nicholson St NE","Washington","DC",20011,519000,3,2,"Riggs Park",900,2294,1951,89,577,NA,"http://www.redfin.com/DC/Washington/232-Nicholson-St-NE-20011/home/10078247","MRIS","DC9962016",38.9606749,-77.0036753,0.607005186853494
"1716","PAST SALE",2017-07-26,"Townhouse","1740 40th St SE","Washington","DC",20020,220000,3,2.5,"Fort Dupont Park",1024,2949,1941,84,215,NA,"http://www.redfin.com/DC/Washington/1740-40th-St-SE-20020/home/10144609","MRIS","DC9805403",38.8646183,-76.9468954,1.04898820544951
"1717","PAST SALE",2017-07-20,"Townhouse","1754 Lyman Pl NE","Washington","DC",20002,555000,3,3.5,"Trinidad",768,1232,1937,90,723,NA,"http://www.redfin.com/DC/Washington/1754-Lyman-Pl-NE-20002/home/10110601","MRIS","DC9963087",38.905139,-76.9772519,1.15007589598258
"1718","PAST SALE",2017-07-24,"Townhouse","1925 1st St NE","Washington","DC",20002,450000,3,1.5,"Eckington",1080,909,1913,86,417,NA,"http://www.redfin.com/DC/Washington/1925-First-St-NE-20002/home/10073443","MRIS","DC9993649",38.9165072,-77.0063324,0.656390813895526
"1719","PAST SALE",2017-08-28,"Townhouse","5008-5010 Jay St NE","Washington","DC",20019,330000,3,2,"Deanwood",1379,2875,1945,51,239,NA,"http://www.redfin.com/DC/Washington/5010-Jay-St-NE-20019/home/113977368","MRIS","DC9935187",38.902091,-76.929228,0.498017071862588
"1720","PAST SALE",2017-08-02,"Townhouse","4941 Blaine St NE","Washington","DC",20019,191000,3,2,"Deanwood",1168,2875,1929,77,164,NA,"http://www.redfin.com/DC/Washington/4941-Blaine-St-NE-20019/home/10127514","MRIS","DC9950143",38.891684,-76.9306648,0.379635301447473
"1721","PAST SALE",2017-08-22,"Townhouse","1255 Oates St NE","Washington","DC",20002,545000,3,2.5,"Trinidad",1294,2513,1924,57,421,NA,"http://www.redfin.com/DC/Washington/1255-Oates-St-NE-20002/home/10096289","MRIS","DC10005738",38.9046361,-76.9868151,0.906188429072016
"1722","PAST SALE",NA,"Townhouse","1816 U Pl SE","Washington","DC",20020,25000,3,2,"",1080,2426,1940,NA,23,NA,"http://www.redfin.com/DC/Washington/1816-U-Pl-SE-20020/home/10150338","","",38.8665484,-76.9782792,1.04891423480469
"1723","PAST SALE",NA,"Townhouse","148 Uhland Ter NE","Washington","DC",20002,807000,3,2,"",1152,1260,1912,NA,701,NA,"http://www.redfin.com/DC/Washington/148-Uhland-Ter-NE-20002/home/10179994","","",38.9177229,-77.0047207,0.689311713790414
"1724","PAST SALE",2017-08-25,"Townhouse","801 Delafield St NE","Washington","DC",20017,420000,3,3,"Brookland",1240,3000,1973,54,339,NA,"http://www.redfin.com/DC/Washington/801-Delafield-St-NE-20017/home/10084282","MRIS","DC9966113",38.9490994,-76.9947123,0.348886935785244
"1725","PAST SALE",2017-09-28,"Townhouse","809 Quackenbos St NW","Washington","DC",20011,470000,3,2,"Brightwood",1440,1820,1924,20,326,NA,"http://www.redfin.com/DC/Washington/809-Quackenbos-St-NW-20011/home/10038803","MRIS","DC9898467",38.963994,-77.024756,0.875252567355967
"1726","PAST SALE",2017-09-29,"Townhouse","527 59th St NE","Washington","DC",20019,302000,3,2,"Deanwood",1184,1600,1952,19,255,NA,"http://www.redfin.com/DC/Washington/527-59th-St-NE-20019/home/10131292","MRIS","DC10036738",38.896701,-76.916143,1.23211289825379
"1727","PAST SALE",2017-09-21,"Townhouse","849 51st St NE","Washington","DC",20019,334900,3,2,"Deanwood",810,2407,1945,27,413,NA,"http://www.redfin.com/DC/Washington/849-51st-St-NE-20019/home/10128141","MRIS","DC9979815",38.9012727,-76.9264561,0.641800497422618
"1728","PAST SALE",2017-08-21,"Townhouse","5335 Chillum Pl NE","Washington","DC",20011,285000,3,1.5,"Riggs Park",1156,2794,1953,58,247,NA,"http://www.redfin.com/DC/Washington/5335-Chillum-Pl-NE-20011/home/10082065","MRIS","DC9891067",38.9556329,-76.9952001,0.313851788871745
"1729","PAST SALE",2017-09-08,"Townhouse","751 Gallatin St NE","Washington","DC",20017,379999,3,2,"Riggs Park",600,2091,1949,40,633,NA,"http://www.redfin.com/DC/Washington/751-Gallatin-St-NE-20017/home/10083910","MRIS","DC9974495",38.9521139,-76.9945872,0.263830172363941
"1730","PAST SALE",2017-09-22,"Townhouse","5051 Sargent Rd NE","Washington","DC",20017,368000,3,1.5,"Riggs Park",1120,1620,1950,26,329,NA,"http://www.redfin.com/DC/Washington/5051-Sargent-Rd-NE-20017/home/10089326","MRIS","DC9998131",38.951987,-76.989187,0.554006354417835
"1731","PAST SALE",2017-09-22,"Townhouse","3438 Dix St NE","Washington","DC",20019,385000,3,2,"Lily Ponds",1260,1472,1939,26,306,NA,"http://www.redfin.com/DC/Washington/3438-Dix-St-NE-20019/home/10117112","MRIS","DC10012232",38.8949727,-76.9562414,0.385186396360445
"1732","PAST SALE",2017-09-18,"Townhouse","4713 12th St NE","Washington","DC",20017,649500,3,3.5,"Brookland",1178,2834,1941,30,551,NA,"http://www.redfin.com/DC/Washington/4713-12th-St-NE-20017/home/10089816","MRIS","DC10032961",38.9467307,-76.9899596,0.649948968878297
"1733","PAST SALE",2017-09-21,"Townhouse","1219 Trinidad Ave NE","Washington","DC",20002,485000,3,1,"Trinidad",1020,1246,1925,27,475,NA,"http://www.redfin.com/DC/Washington/1219-Trinidad-Ave-NE-20002/home/10180290","MRIS","DC10025395",38.9028584,-76.9861991,0.970487372150842
"1734","PAST SALE",2017-09-27,"Townhouse","553 45th St NE","Washington","DC",20019,230000,3,2,"Deanwood",954,2370,1946,21,241,NA,"http://www.redfin.com/DC/Washington/553-45th-St-NE-20019/home/10122765","MRIS","DC9989393",38.8970188,-76.9375208,0.470226690592163
"1735","PAST SALE",2017-07-21,"Townhouse","1882 Savannah Pl SE","Washington","DC",20020,339000,3,2.25,"Randle Heights",1130,2380,1941,89,300,NA,"http://www.redfin.com/DC/Washington/1882-Savannah-Pl-SE-20020/home/10161700","MRIS","DC9973736",38.8484679,-76.9772533,0.634317554298967
"1736","PAST SALE",2017-08-25,"Townhouse","941 Owens Rd","Oxon Hill","MD",20745,120000,3,1.5,"East Meadows",1040,3374,1955,54,115,NA,"http://www.redfin.com/MD/Oxon-Hill/941-Owens-Rd-20745/home/10778443","MRIS","PG10028411",38.824564,-76.9943909,0.981239686961664
"1737","PAST SALE",2017-09-26,"Townhouse","1423 22nd St SE","Washington","DC",20020,378000,3,2.5,"Anacostia",1368,2813,1977,22,276,NA,"http://www.redfin.com/DC/Washington/1423-22nd-St-SE-20020/home/10146693","MRIS","DC9963454",38.873111,-76.975375,0.784791606482888
"1738","PAST SALE",2017-09-28,"Townhouse","135 Danbury St SW","Washington","DC",20032,280000,3,3.5,"Congress Heights",1152,640,2006,20,243,174,"http://www.redfin.com/DC/Washington/135-Danbury-St-SW-20032/home/21647364","MRIS","DC9859771",38.828032,-77.011051,1.60456541548588
"1739","PAST SALE",2017-09-29,"Townhouse","1900 18th St SE","Washington","DC",20020,268000,3,1.5,"Randle Heights",1080,1466,1940,19,248,NA,"http://www.redfin.com/DC/Washington/1900-18th-St-SE-20020/home/10150172","MRIS","DC10010060",38.867138,-76.978707,1.0338501956713
"1740","PAST SALE",2017-09-18,"Townhouse","113 34th St SE","Washington","DC",20019,309000,3,1.5,"Fort Dupont Park",1224,1525,1989,30,252,NA,"http://www.redfin.com/DC/Washington/113-34th-St-SE-20019/home/10141628","MRIS","DC10034153",38.8883715,-76.9577526,0.663625542871769
"1741","PAST SALE",2017-09-29,"Townhouse","5253 Banks Pl NE","Washington","DC",20019,330000,3,2,"Deanwood",1296,2044,1930,19,255,NA,"http://www.redfin.com/DC/Washington/5253-Banks-Pl-NE-20019/home/10130079","MRIS","DC9962081",38.892465,-76.9258669,0.643216654362803
"1742","PAST SALE",2017-09-18,"Townhouse","2422 3rd St NE","Washington","DC",20002,420000,3,1,"Brookland",1080,1895,1927,30,389,NA,"http://www.redfin.com/DC/Washington/2422-3rd-St-NE-20002/home/10074503","MRIS","DC9988706",38.921969,-77.0023071,0.488721836095234
"1743","PAST SALE",2017-09-21,"Townhouse","908 O St NW","Washington","DC",20001,970250,3,2.5,"Shaw",1500,1365,1912,27,647,NA,"http://www.redfin.com/DC/Washington/908-O-St-NW-20001/home/9877785","MRIS","DC9977784",38.908343,-77.024445,0.231422660338633
"1744","PAST SALE",2017-09-29,"Townhouse","1350 K St SE","Washington","DC",20003,965000,3,3.5,"Old City #1",1400,1752,1926,19,689,NA,"http://www.redfin.com/DC/Washington/1350-K-St-SE-20003/home/9915299","MRIS","DC9949868",38.8785574,-76.98675,0.198578542179212
"1745","PAST SALE",2017-09-18,"Townhouse","3831 S St NW","Washington","DC",20007,820000,3,2,"Burleith",1260,2281,1927,30,651,NA,"http://www.redfin.com/DC/Washington/3831-S-St-NW-20007/home/9936391","MRIS","DC10059631",38.9146396,-77.0753416,1.2434941908918
"1746","PAST SALE",2017-07-31,"Townhouse","36 Sherman Cir NW","Washington","DC",20011,470000,3,1,"Petworth",1152,1767,1923,79,408,NA,"http://www.redfin.com/DC/Washington/36-Sherman-Cir-NW-20011/home/10051333","MRIS","DC9943354",38.9471035,-77.0229,0.684338200913641
